都道府県,市区町村,町名,丁目,番地,号,建物名,価格,最寄駅,物件タイプ,敷地面積
埼玉県,越谷市,越谷,9,18,15,秋葉原UDX,72141520,熊谷駅,オフィスビル,2748
愛知県,春日井市,神領,7,18,10,日比谷国際ビル,37647140,犬山駅,一戸建て,2793
愛知県,名古屋市,栄,7,19,11,新宿アイランドタワー,42777820,岡崎駅,アパート,2728
大阪府,堺市,鳳,3,9,6,新宿野村ビル,43742650,高槻駅,店舗,142
大阪府,堺市,鳳,1,16,17,キャロットタワー,59931710,なんば駅,オフィスビル,2128
愛知県,一宮市,木曽川,3,14,5,パレスホテル東京,92297300,刈谷駅,店舗,2195
千葉県,松戸市,新松戸,7,7,19,東京ガーデンテラス紀尾井町,56343080,北習志野駅,一戸建て,2560
愛知県,春日井市,勝川,7,10,9,赤坂サカス,18034260,大曽根駅,オフィスビル,3294
千葉県,柏市,北柏,7,21,10,国立競技場,57888960,成田駅,店舗,1694
大阪府,豊中市,千里中央,3,28,4,グランパークタワー,37046670,難波駅,店舗,731
大阪府,大阪市北区,中之島,10,9,16,御茶ノ水ソラシティ,17909250,天王寺駅,一戸建て,1435
神奈川県,横浜市,戸塚,6,4,5,池袋サンシャインシティ,21963390,登戸駅,店舗,4267
埼玉県,所沢市,小手指,8,27,18,東京ミッドタウン,22196520,大宮駅,店舗,743
千葉県,船橋市,三咲,5,14,2,渋谷ストリーム,40401370,八柱駅,一戸建て,1014
愛知県,一宮市,妙興寺,9,29,11,天王洲アイル,21195840,名古屋駅,アパート,1726
神奈川県,横浜市,みなとみらい,9,18,16,東京芸術劇場,95202830,藤沢駅,マンション,696
東京都,渋谷区,代々木,7,5,16,東京スカイツリー,50425020,東京駅,一戸建て,386
埼玉県,川口市,鳩ヶ谷,8,17,5,有明ガーデン,52696440,大宮駅,一戸建て,4507
大阪府,大阪市中央区,心斎橋,6,18,9,東京モード学園コクーンタワー,56872180,難波駅,アパート,1523
千葉県,船橋市,北習志野,6,29,16,キャロットタワー,27729140,新松戸駅,オフィスビル,176
東京都,渋谷区,恵比寿,2,20,2,赤坂サカス,56025270,三鷹駅,アパート,464
東京都,港区,赤坂,8,1,20,国会議事堂,59788220,立川駅,店舗,2972
埼玉県,さいたま市,岩槻,3,26,8,国立競技場,99020040,新所沢駅,店舗,4157
福岡県,飯塚市,菰田,6,16,15,東京オペラシティタワー,55122080,新飯塚駅,一戸建て,4342
千葉県,千葉市,幕張,10,10,17,東京芸術劇場,61691140,成田駅,一戸建て,1589
千葉県,松戸市,新松戸,6,5,15,晴海トリトンスクエア,57712020,新松戸駅,オフィスビル,401
東京都,渋谷区,代官山,6,25,6,丸の内パークビルディング,88444160,中野駅,オフィスビル,101
愛知県,岡崎市,矢作,1,7,1,キャピタルゲートプレイス,22248520,金山駅,店舗,2648
東京都,港区,芝,5,26,9,東京ガーデンテラス紀尾井町,38849660,新橋駅,一戸建て,4574
千葉県,松戸市,常盤平,3,28,16,国立新美術館,41282460,南船橋駅,マンション,3047
埼玉県,さいたま市,与野,7,24,9,丸の内オアゾ,91965460,新所沢駅,マンション,1605
東京都,千代田区,秋葉原,6,2,6,秋葉原ダイビル,56140090,立川駅,一戸建て,3449
東京都,千代田区,霞が関,9,12,16,秋葉原ダイビル,34842290,八王子駅,マンション,1560
千葉県,千葉市,千葉中央,10,22,4,御茶ノ水ソラシティ,80244670,海浜幕張駅,一戸建て,1017
埼玉県,さいたま市,大宮,4,18,7,二子玉川ライズ,47297810,川口駅,オフィスビル,2224
東京都,港区,白金,10,21,10,東京国際フォーラム,80179120,秋葉原駅,オフィスビル,487
埼玉県,川口市,蕨,6,13,13,恵比寿プライムスクエアタワー,74891160,北越谷駅,オフィスビル,534
東京都,新宿区,四谷,10,22,10,六本木ヒルズ森タワー,72800450,吉祥寺駅,店舗,4595
埼玉県,越谷市,せんげん台,4,30,2,アークヒルズ,22109410,越谷駅,オフィスビル,659
東京都,千代田区,丸の内,2,24,7,グランパークタワー,93947890,渋谷駅,店舗,4648
千葉県,柏市,南柏,6,12,10,恵比寿ガーデンプレイス,86647980,津田沼駅,オフィスビル,278
大阪府,吹田市,山田,5,21,4,キャピタルゲートプレイス,43486360,泉佐野駅,一戸建て,75
大阪府,大阪市北区,天満,2,15,3,日比谷国際ビル,33882830,新大阪駅,マンション,1361
神奈川県,茅ヶ崎市,茅ヶ崎南,3,10,15,虎ノ門ツインビルディング,45863850,関内駅,一戸建て,1892
愛知県,豊田市,梅坪,6,17,6,アークヒルズ,16062830,三河安城駅,オフィスビル,2863
東京都,千代田区,霞が関,6,10,19,日本橋高島屋三井ビルディング,55225960,中野駅,店舗,2869
愛知県,岡崎市,矢作,9,3,1,明治生命館,22082410,春日井駅,アパート,1517
大阪府,大阪市北区,梅田,2,26,1,東急キャピトルタワー,83501640,心斎橋駅,一戸建て,167
大阪府,大阪市北区,中之島,6,15,2,東京ポートシティ竹芝,54750480,淀屋橋駅,店舗,1908
愛知県,岡崎市,北岡崎,8,26,9,サンシャイン60,84290990,金山駅,アパート,555
東京都,千代田区,霞が関,6,3,13,新宿パークタワー,14761650,銀座駅,マンション,2518
千葉県,市川市,市川,8,8,6,二子玉川ライズ,37588830,松戸駅,オフィスビル,2173
Saitama,岡崎市,東岡崎,5,5,７,丸の内ブリックスクエア,24160110,新瀬戸駅,オフィスビル,3023
愛知県,名古屋市,名古屋駅,3,27,5,丸の内オアゾ,16529510,春日井駅,オフィスビル,2791
福岡県,北九州市,門司港,8,30,18,代々木ゼミナール本館,31303210,折尾駅,一戸建て,3635
東京都,渋谷区,代官山,4,30,15,コレド室町,68190670,高田馬場駅,オフィスビル,2947
東京都,新宿区,高田馬場,4,5,11,代々木ゼミナール本館,40782430,高田馬場駅,一戸建て,1844
福岡県,北九州市,門司港,4,28,13,アーバンドック ららぽーと豊洲,40958180,西鉄久留米駅,一戸建て,2780
神奈川県,藤沢市,辻堂,1,6,6,渋谷ストリーム,29529900,藤沢駅,一戸建て,1452
神奈川県,川崎市,川崎,2,10,12,パレスホテル東京,34374340,茅ヶ崎駅,アパート,3921
埼玉県,川口市,西川口,5,13,4,二子玉川ライズ,11091650,春日部駅,マンション,2673
東京都,渋谷区,代々木,3,10,4,渋谷ヒカリエ,54971880,銀座駅,一戸建て,894
福岡県,大牟田市,大牟田,8,8,5,二子玉川ライズ,10889920,折尾駅,アパート,2594
愛知県,春日井市,春日井,9,26,12,世界貿易センタービル,42621940,栄駅,マンション,230
神奈川県,横須賀市,田浦,4,7,17,東京駅丸の内駅舎,94654100,桜木町駅,アパート,1187
東京都,中央区,八丁堀,2,11,17,表参道ヒルズ,93350570,六本木駅,店舗,1524
埼玉県,さいたま市,浦和,8,22,13,東京ミッドタウン,65555990,さいたま新都心駅,店舗,1777
大阪府,豊中市,曽根,1,26,17,新宿野村ビル,31321210,泉佐野駅,マンション,2557
愛知県,名古屋市,金山,2,2,9,大手町プレイス,17862250,名古屋駅,アパート,1178
福岡県,北九州市,八幡,9,14,13,赤坂ACTシアター,50619750,天神駅,アパート,3310
福岡県,福岡市,博多,9,23,13,世界貿易センタービル,86450550,西鉄久留米駅,マンション,4192
福岡県,飯塚市,新飯塚,1,28,19,丸の内パークビルディング,80002720,行橋駅,マンション,2320
愛知県,春日井市,高蔵寺,2,26,14,東京エレクトロンホール宮城,88889330,三河安城駅,一戸建て,4181
神奈川県,川崎市,武蔵小杉,1,30,12,東急プラザ表参道原宿,92587790,小田原駅,店舗,1740
東京都,港区,白金,5,23,9,パレスホテル東京,67655140,新宿駅,一戸建て,4607
東京都,千代田区,霞が関,3,5,4,日本橋高島屋三井ビルディング,41932920,八王子駅,アパート,1114
愛知県,名古屋市,名古屋駅,7,2,12,東京エレクトロンホール宮城,33279930,鳴海駅,アパート,3118
愛知県,春日井市,春日井,7,12,12,渋谷スクランブルスクエア,91959880,尾張一宮駅,アパート,2678
東京都,千代田区,丸の内,4,12,10,東京オペラシティタワー,88694540,六本木駅,アパート,3811
愛知県,豊田市,上豊田,8,13,18,国立競技場,86904380,大府駅,一戸建て,625
神奈川県,川崎市,新百合ヶ丘,9,19,2,東京交通会館,75547880,茅ヶ崎駅,一戸建て,2108
千葉県,柏市,北柏,8,11,13,東京タワー,78481430,幕張駅,オフィスビル,151
福岡県,久留米市,田主丸,4,23,9,サンシャイン60,18541140,箱崎駅,アパート,4681
大阪府,大阪市北区,梅田,9,1,8,永田町グリッド,88726130,本町駅,店舗,2123
愛知県,名古屋市,栄,1,20,7,国立競技場,79551490,尾張一宮駅,アパート,1879
愛知県,春日井市,神領,10,3,20,渋谷ストリーム,11061740,鳴海駅,店舗,4092
東京都,新宿区,早稲田,5,18,10,東京タワー,41824280,目黒駅,一戸建て,3178
神奈川県,横須賀市,田浦,8,30,11,東京ドームシティ,10729940,藤沢駅,オフィスビル,4411
大阪府,大阪市北区,梅田,10,22,4,東京ビッグサイト,95527130,本町駅,マンション,2569
埼玉県,川口市,川口,7,1,5,東京ドームシティ,65820160,和光市駅,オフィスビル,716
千葉県,千葉市,蘇我,1,24,7,御茶ノ水ソラシティ,19593850,八柱駅,オフィスビル,1613
神奈川県,茅ヶ崎市,松林,8,12,1,東京モード学園コクーンタワー,40025080,相模大野駅,アパート,1155
愛知県,一宮市,尾張大野,3,16,7,東京オペラシティ,89985050,大府駅,一戸建て,1796
大阪府,大阪市北区,梅田,5,12,10,日本橋高島屋三井ビルディング,72339500,梅田駅,アパート,3309
愛知県,一宮市,妙興寺,1,26,11,東京ドーム,81631310,有松駅,アパート,989
東京都,新宿区,西新宿,3,15,4,品川インターシティ,73074350,新宿駅,オフィスビル,4758
大阪府,吹田市,吹田,2,19,20,東京エレクトロンホール宮城,50988610,泉佐野駅,一戸建て,3945
福岡県,飯塚市,飯塚,4,3,8,永田町グリッド,28982350,折尾駅,マンション,2537
愛知県,一宮市,妙興寺,3,15,19,虎ノ門ヒルズ,65512110,岡崎駅,オフィスビル,2298
福岡県,久留米市,久留米,7,7,11,天王洲アイル,66626750,西新駅,一戸建て,4396
愛知県,名古屋市,金山,8,22,2,秋葉原ダイビル,14347710,豊田市駅,アパート,811
福岡県,久留米市,田主丸,10,22,7,日本テレビタワー,59169020,九大学研都市駅,アパート,2089
神奈川県,藤沢市,湘南台,2,1,10,日比谷国際ビル,41489310,新横浜駅,オフィスビル,2777
千葉県,千葉市,稲毛,9,3,9,国立代々木競技場,45119180,船橋駅,オフィスビル,4379
愛知県,一宮市,尾張大野,6,16,17,汐留シオサイト,85687730,三河安城駅,マンション,2397
埼玉県,所沢市,小手指,10,10,16,サンシャイン60,75807610,南浦和駅,アパート,1775
千葉県,船橋市,津田沼,5,19,15,渋谷マークシティ,29438710,西船橋駅,店舗,3928
大阪府,豊中市,庄内,1,3,18,渋谷ヒカリエ,43710910,堺駅,店舗,2801
東京都,渋谷区,原宿,8,18,7,虎ノ門ツインビルディング,46378030,新宿駅,一戸建て,3194
東京都,港区,芝,7,12,11,東京スカイツリー,69840000,池袋駅,アパート,842
神奈川県,横須賀市,横須賀中央,7,29,4,秋葉原UDX,22793730,溝の口駅,マンション,971
大阪府,大阪市北区,天満,6,19,17,霞が関ビルディング,11659600,茨木駅,マンション,3644
埼玉県,川越市,霞ヶ関,3,2,8,東急キャピトルタワー,91932850,朝霞台駅,オフィスビル,442
大阪府,大阪市北区,天満,8,6,10,パシフィックセンチュリープレイス丸の内,56991730,淀屋橋駅,アパート,710
埼玉県,所沢市,小手指,4,16,7,虎ノ門ヒルズ,13522530,大宮駅,店舗,2542
埼玉県,越谷市,南越谷,8,18,8,東京交通会館,44604650,和光市駅,マンション,4874
神奈川県,横須賀市,横須賀中央,1,26,4,東京ポートシティ竹芝,86282590,根岸駅,オフィスビル,3028
愛知県,岡崎市,岡崎,6,12,17,有明ガーデン,25417990,瀬戸駅,オフィスビル,600
東京都,港区,六本木,3,5,7,東京シティビュー,75779930,新宿駅,一戸建て,1254
東京都,中央区,銀座,9,16,13,汐留メディアタワー,16994650,銀座駅,オフィスビル,433
大阪府,堺市,泉ヶ丘,3,8,20,有明ガーデン,13843860,淀屋橋駅,店舗,232
千葉県,松戸市,松戸,4,11,11,丸の内パークビルディング,87702280,津田沼駅,店舗,261
大阪府,大阪市北区,天満,5,1,6,東京オペラシティタワー,69252790,梅田駅,店舗,3990
神奈川県,横浜市,戸塚,5,1,20,渋谷ヒカリエ,14595510,本厚木駅,アパート,3016
大阪府,吹田市,吹田,2,9,10,日本テレビタワー,10990240,泉佐野駅,オフィスビル,943
大阪府,大阪市中央区,心斎橋,7,19,3,東京駅丸の内駅舎,85531290,本町駅,アパート,3503
福岡県,久留米市,善導寺,8,8,1,表参道ヒルズ,42215910,天神駅,アパート,4085
千葉県,柏市,新柏,9,17,17,銀座シックス,75874860,西船橋駅,店舗,1326
東京都,新宿区,四谷,3,12,16,東京駅丸の内駅舎,76404980,渋谷駅,マンション,2261
愛知県,春日井市,春日井,9,11,7,国立新美術館,77686360,豊田市駅,一戸建て,919
千葉県,松戸市,松戸,9,22,9,東京ガーデンテラス紀尾井町,78187370,千葉駅,マンション,4349
千葉県,柏市,南柏,5,14,17,キャロットタワー,91636610,新浦安駅,店舗,1974
大阪府,豊中市,曽根,6,7,12,渋谷スクランブルスクエア,87437610,本町駅,マンション,4621
福岡県,大牟田市,勝立,4,30,15,ミッドタウン日比谷,28502090,赤坂駅,一戸建て,3009
千葉県,千葉市,美浜,4,14,20,東京オペラシティタワー,67316630,南船橋駅,アパート,1660
福岡県,北九州市,門司港,7,3,4,テレビ朝日本社ビル,59062320,赤坂駅,マンション,2682
埼玉県,川口市,川口,10,20,7,グランパークタワー,34451010,朝霞台駅,店舗,1536
福岡県,飯塚市,鯰田,9,26,19,恵比寿ガーデンプレイス,31631550,西鉄久留米駅,一戸建て,2319
大阪府,豊中市,曽根,10,11,20,東京ガーデンテラス紀尾井町,17668330,岸和田駅,オフィスビル,2907
東京都,千代田区,丸の内,9,30,13,東京宝塚ビル,63413340,渋谷駅,オフィスビル,1019
千葉県,松戸市,松戸,7,1,19,大手町タワー,54551200,東松戸駅,店舗,1313
埼玉県,川越市,霞ヶ関,1,20,13,国立競技場,85475910,南浦和駅,マンション,652
東京都,中央区,築地,4,30,7,新宿住友ビル,61004950,三鷹駅,一戸建て,2828
福岡県,北九州市,小倉,4,25,9,池袋サンシャインシティ,83355010,九大学研都市駅,オフィスビル,1359
福岡県,福岡市,博多,3,13,5,東京オペラシティタワー,15814940,赤坂駅,マンション,1015
千葉県,松戸市,北松戸,10,30,16,東京芸術劇場,36176170,北習志野駅,オフィスビル,1920
東京都,渋谷区,恵比寿,9,9,20,新宿パークタワー,64793200,恵比寿駅,オフィスビル,2212
大阪府,豊中市,千里中央,6,9,15,恵比寿プライムスクエアタワー,95659880,心斎橋駅,アパート,3560
愛知県,岡崎市,岡崎,7,3,16,東京ポートシティ竹芝,73968470,高蔵寺駅,店舗,4283
千葉県,千葉市,千葉中央,10,9,17,国立競技場,67242630,市川駅,マンション,111
東京都,渋谷区,代々木,5,14,19,渋谷マークシティ,67859310,高田馬場駅,マンション,3230
東京都,新宿区,四谷,7,11,2,渋谷マークシティ,78277820,立川駅,一戸建て,2014
愛知県,豊田市,梅坪,9,22,8,赤坂インターシティAIR,23725830,金山駅,店舗,4844
福岡県,福岡市,姪浜,4,11,3,霞が関ビルディング,54328730,西鉄福岡駅,マンション,1834
千葉県,松戸市,松戸,1,1,18,パシフィックセンチュリープレイス丸の内,20995340,北習志野駅,オフィスビル,2314
東京都,中央区,八丁堀,6,18,6,池袋サンシャインシティ,26524900,池袋駅,オフィスビル,4025
神奈川県,川崎市,新百合ヶ丘,3,10,16,東急キャピトルタワー,12963310,二俣川駅,アパート,2501
